[2022-03-31 08:03:56] local.ERROR: [Product] a0e4b3a3-c388-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (a0e4b3a3-c388-11eb-9c48-d89ef3099164, ?, ?, 963837, 2022-03-31 08:03:44, 2022-03-31 08:03:44))  
[2022-03-31 08:03:56] local.ERROR: [Product] 7793d8bf-249f-41a9-819a-69f0212d1d2f: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (7793d8bf-249f-41a9-819a-69f0212d1d2f, 37, ?, 960018, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 2e585409-aae4-49ad-8b4a-c9c6a7ac3687: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (2e585409-aae4-49ad-8b4a-c9c6a7ac3687, 37, ?, 960021, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 6102aaa2-877f-4c7d-8c84-aff84e65ef63: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (6102aaa2-877f-4c7d-8c84-aff84e65ef63, 37, ?, 960019, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 75f451bc-1617-409c-827b-69f3f076d66a: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `article`, `updated_at`, `created_at`) values (75f451bc-1617-409c-827b-69f3f076d66a, 37, 932019, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] e0712f87-bad5-4ed9-8378-15d567e0f78f: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (e0712f87-bad5-4ed9-8378-15d567e0f78f, 37, ?, 930480, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 98bc77f4-57fe-485a-84a1-db445565c4e7: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (98bc77f4-57fe-485a-84a1-db445565c4e7, 37, ?, 930503, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 7c745460-3706-44c1-8770-bb2796b1a0cc: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (7c745460-3706-44c1-8770-bb2796b1a0cc, 37, ?, 930505, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 0e257634-6a4b-4e44-8f6a-9ce32d3aed60: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (0e257634-6a4b-4e44-8f6a-9ce32d3aed60, 37, ?, 930117, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 54612815-9585-4caf-8f8e-f12061d7b798: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (54612815-9585-4caf-8f8e-f12061d7b798, 37, ?, 942065, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] a65fe968-27b2-447f-908a-3c51808de884: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (a65fe968-27b2-447f-908a-3c51808de884, 37, ?, 932021, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 76d50b50-2ef7-4c96-a03f-76f711a7f23d: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (76d50b50-2ef7-4c96-a03f-76f711a7f23d, 37, ?, 930119, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 6040ce95-4dff-4fdb-852b-3f99accf46e6: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (6040ce95-4dff-4fdb-852b-3f99accf46e6, 37, ?, 960016, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 07449080-4007-4b19-8722-ac9b7d6032f1: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (07449080-4007-4b19-8722-ac9b7d6032f1, 37, ?, 960015, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ead-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ead-c385-11eb-9c48-d89ef3099164, 37, ?, 900382, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eb4-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eb4-c385-11eb-9c48-d89ef3099164, 37, ?, 910542, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eba-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eba-c385-11eb-9c48-d89ef3099164, 37, ?, 910562, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec7-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec7-c385-11eb-9c48-d89ef3099164, 37, ?, 910592, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec8-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec8-c385-11eb-9c48-d89ef3099164, 37, ?, 930364, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eb7-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eb7-c385-11eb-9c48-d89ef3099164, 37, ?, 910560, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec5-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec5-c385-11eb-9c48-d89ef3099164, 37, ?, 910590, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eaa-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eaa-c385-11eb-9c48-d89ef3099164, 37, ?, 900333, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eab-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eab-c385-11eb-9c48-d89ef3099164, 37, ?, 900374, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eac-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eac-c385-11eb-9c48-d89ef3099164, 37, ?, 900378, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eaf-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eaf-c385-11eb-9c48-d89ef3099164, 37, ?, 910438, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eb0-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eb0-c385-11eb-9c48-d89ef3099164, 37, ?, 910439, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eb1-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eb1-c385-11eb-9c48-d89ef3099164, 37, ?, 910540, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eb6-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eb6-c385-11eb-9c48-d89ef3099164, 37, ?, 910555, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec9-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec9-c385-11eb-9c48-d89ef3099164, 37, ?, 930383, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ecc-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ecc-c385-11eb-9c48-d89ef3099164, 37, ?, 950159, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ecd-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ecd-c385-11eb-9c48-d89ef3099164, 37, ?, 950197, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eae-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eae-c385-11eb-9c48-d89ef3099164, 37, ?, 900383, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec1-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec1-c385-11eb-9c48-d89ef3099164, 37, ?, 910564, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec3-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec3-c385-11eb-9c48-d89ef3099164, 37, ?, 910566, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eb5-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eb5-c385-11eb-9c48-d89ef3099164, 37, ?, 910543, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 91017926-3e17-40da-9edc-3a9119f79a55: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (91017926-3e17-40da-9edc-3a9119f79a55, 37, ?, 923900, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] a5d84120-05ba-4579-856c-8af1b322e716: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (a5d84120-05ba-4579-856c-8af1b322e716, 37, ?, 962017, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 89b91615-8038-4f63-a678-166a198b7c85: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (89b91615-8038-4f63-a678-166a198b7c85, 37, ?, 962023, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eb8-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eb8-c385-11eb-9c48-d89ef3099164, 37, ?, 910561, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec0-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec0-c385-11eb-9c48-d89ef3099164, 37, ?, 910563, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec6-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec6-c385-11eb-9c48-d89ef3099164, 37, ?, 910591, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212ec2-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212ec2-c385-11eb-9c48-d89ef3099164, 37, ?, 910565, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 96212eca-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (96212eca-c385-11eb-9c48-d89ef3099164, 37, ?, 930384, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 066ff50e-375e-4f67-bc23-9017078bace1: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (066ff50e-375e-4f67-bc23-9017078bace1, 45, ?, 29BELM601 206760, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 2b8c7409-9262-4b91-b321-662db6bc4ff8: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (2b8c7409-9262-4b91-b321-662db6bc4ff8, 45, ?, 29BELP100 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 479c7262-9a2c-4ab4-bb91-bdb8c768b2d1: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (479c7262-9a2c-4ab4-bb91-bdb8c768b2d1, 45, ?, 29BELP110R 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 25e5b414-fe03-46ec-bcb5-837684fe4e8e: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (25e5b414-fe03-46ec-bcb5-837684fe4e8e, 45, ?, 29BELP103R 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 2c8d74f8-2192-4b10-bfee-57e97b588991: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (2c8d74f8-2192-4b10-bfee-57e97b588991, 45, ?, 29BELP104X 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 33b69ba2-f4a6-4b47-b825-31de7526494c: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (33b69ba2-f4a6-4b47-b825-31de7526494c, 45, ?, 29BELL207 206761, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] 99f762a4-4b25-459b-9e64-8d52e0d49fba: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (99f762a4-4b25-459b-9e64-8d52e0d49fba, 45, ?, 29BELX202 206761, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] d91e8151-71ba-4f18-ad95-794fe8f995c3: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d91e8151-71ba-4f18-ad95-794fe8f995c3, 45, ?, 29BELM504R 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] e9072c8d-8a69-43fa-bd18-4abebd4a0774: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (e9072c8d-8a69-43fa-bd18-4abebd4a0774, 45, ?, 29BELM303R 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] b6ce3324-b7b3-4163-be14-2671f3ad1a81: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (b6ce3324-b7b3-4163-be14-2671f3ad1a81, 45, ?, 29BELM302 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
[2022-03-31 08:03:56] local.ERROR: [Product] ef293b16-c056-4056-be7e-1f109c2ea602: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (ef293b16-c056-4056-be7e-1f109c2ea602, 45, ?, 29BELM300 206751, 2022-03-31 08:03:49, 2022-03-31 08:03:49))  
